data_avg,data_max,data_min,data_std,epoch,lr-AdamW,step,train_acc,train_loss,valid_acc,valid_accuracy,valid_balanced_accuracy,valid_cohen_kappa,valid_f1,valid_f1_macro,valid_f1_micro,valid_f1_weighted,valid_loss
0.012392698787152767,55.8569221496582,-61.21244812011719,3.540618658065796,9,,59,0.6405797004699707,1.0656501054763794,,,,,,,,,
,,,,,0.0002704505277842084,60,,,,,,,,,,,
,,,,10,,65,,,0.3125,0.3125,0.3125,0.0833333358168602,0.30974650382995605,0.30974650382995605,0.3125,0.30974650382995605,1.3196872472763062
0.012960180640220642,62.425689697265625,-70.1429443359375,3.544869899749756,10,,65,0.6579710245132446,1.0222190618515015,,,,,,,,,
,,,,,0.00023257976436253907,66,,,,,,,,,,,
,,,,11,,71,,,0.3125,0.3125,0.3125,0.0833333358168602,0.31011343002319336,0.31011343002319336,0.3125,0.31011343002319336,1.3184194564819336
0.013431028462946415,62.98012161254883,-70.57673645019531,3.5427756309509277,11,,71,0.6521739363670349,0.9906893372535706,,,,,,,,,
,,,,,0.00019345700961091107,72,,,,,,,,,,,
,,,,12,,77,,,0.3020833432674408,0.3020833432674408,0.3020833432674408,0.0694444477558136,0.3014412522315979,0.3014412522315979,0.3020833432674408,0.3014412522315979,1.3200812339782715
0.013658206909894943,56.376914978027344,-60.0073356628418,3.5347585678100586,12,,77,0.6463767886161804,0.9604120850563049,,,,,,,,,
,,,,,0.00015458572905413583,78,,,,,,,,,,,
,,,,13,,83,,,0.3229166567325592,0.3229166567325592,0.3229166567325592,0.0972222238779068,0.32163575291633606,0.32163575291633606,0.3229166567325592,0.32163575291633606,1.3166898488998413
0.01391276903450489,62.18764114379883,-68.54463958740234,3.540416955947876,13,,83,0.6840579509735107,0.9461091160774231,,,,,,,,,
,,,,,0.00011745972420474492,84,,,,,,,,,,,
,,,,14,,89,,,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.1111111119389534,0.3276684880256653,0.3276684880256653,0.3333333432674408,0.3276684880256653,1.3292555809020996
0.01423726323992014,59.13027572631836,-67.1151351928711,3.5316624641418457,14,,89,0.7072463631629944,0.9280120134353638,,,,,,,,,
,,,,,8.35057266085971e-05,90,,,,,,,,,,,
,,,,15,,95,,,0.3645833432674408,0.3645833432674408,0.3645833432674408,0.1527777761220932,0.35790348052978516,0.35790345072746277,0.3645833432674408,0.35790345072746277,1.3229594230651855
0.01443201582878828,55.394779205322266,-60.671749114990234,3.527005434036255,15,,95,0.7130434513092041,0.9258043169975281,,,,,,,,,
