data_avg,data_max,data_min,data_std,epoch,lr-AdamW,step,train_acc,train_loss,valid_acc,valid_accuracy,valid_balanced_accuracy,valid_cohen_kappa,valid_f1,valid_f1_macro,valid_f1_micro,valid_f1_weighted,valid_loss
0.010911247693002224,28.604595184326172,-30.629526138305664,2.307361364364624,16,,2583,0.5766378045082092,0.945589005947113,,,,,,,,,
,,,,,3.356414791607795e-05,2584,,,,,,,,,,,
,,,,17,,2735,,,0.49675625562667847,0.49675625562667847,0.49683669209480286,0.32903772592544556,0.49525681138038635,0.49525681138038635,0.49675625562667847,0.4952114522457123,1.0586491823196411
0.011390525847673416,28.50736427307129,-30.6408634185791,2.3059451580047607,17,,2735,0.5820972323417664,0.9413604736328125,,,,,,,,,
,,,,,1.5126919141788563e-05,2736,,,,,,,,,,,
,,,,18,,2887,,,0.49675625562667847,0.49675625562667847,0.49683669209480286,0.32903850078582764,0.49468156695365906,0.49468156695365906,0.49675625562667847,0.49463656544685364,1.0582698583602905
0.011491261422634125,28.764404296875,-30.85753631591797,2.3064610958099365,18,,2887,0.5793160200119019,0.9401507377624512,,,,,,,,,
,,,,,3.7942899304133905e-06,2888,,,,,,,,,,,
,,,,19,,3039,,,0.4958294630050659,0.4958294630050659,0.49591079354286194,0.327802836894989,0.494017630815506,0.494017630815506,0.4958294630050659,0.4939720034599304,1.05831778049469
0.011510137468576431,28.130178451538086,-30.576786041259766,2.3051249980926514,19,,3039,0.5816851854324341,0.9373350143432617,,,,,,,,,
,,,,20,,3040,,,0.4958294630050659,0.4958294630050659,0.49591079354286194,0.327802836894989,0.494017630815506,0.494017630815506,0.4958294630050659,0.4939720034599304,1.05831778049469
