subject,class,precision,recall,f1,support
BenS0,Feet,0.0,0.0,0.0,40
BenS0,Left Hand,0.2857142857142857,0.18181818181818182,0.2222222222222222,44
BenS0,Rest,0.0,0.0,0.0,28
BenS0,Right Hand,0.14814814814814814,0.64,0.24060150375939848,25
