data_avg,data_max,data_min,data_std,epoch,lr-AdamW,step,train_acc,train_loss,valid_acc,valid_accuracy,valid_balanced_accuracy,valid_cohen_kappa,valid_f1,valid_f1_macro,valid_f1_micro,valid_f1_weighted,valid_loss
,,,,5,,683,,,0.5179233551025391,0.5179233551025391,0.5178713798522949,0.2768905758857727,0.5057864189147949,0.5057864189147949,0.5179233551025391,0.505827784538269,0.9298661351203918
-0.00010462300997460261,40.61616897583008,-44.38062286376953,3.217377185821533,5,,683,0.5140109658241272,0.9560139775276184,,,,,,,,,
,,,,,0.0002676333749197504,684,,,,,,,,,,,
,,,,6,,797,,,0.506798505783081,0.506798505783081,0.5071550011634827,0.260601669549942,0.4942331314086914,0.4942331612110138,0.506798505783081,0.4941631853580475,0.9487091898918152
-0.00488792872056365,39.33293151855469,-42.46757125854492,3.118772506713867,6,,797,0.5465659499168396,0.9038580656051636,,,,,,,,,
,,,,,0.0003211544624609168,798,,,,,,,,,,,
,,,,7,,911,,,0.5364647507667542,0.5364647507667542,0.5368580222129822,0.30511653423309326,0.5084137320518494,0.5084137320518494,0.5364647507667542,0.5083332061767578,0.9021328091621399
-0.010423244908452034,37.559181213378906,-39.71247863769531,2.95524001121521,7,,911,0.588598906993866,0.8461977243423462,,,,,,,,,
,,,,,0.00036357990561468166,912,,,,,,,,,,,
,,,,8,,1025,,,0.5797280669212341,0.5797280669212341,0.5797604322433472,0.369672030210495,0.5896615386009216,0.5896615386009216,0.5797280669212341,0.5897120237350464,0.8455802798271179
-0.014887496829032898,35.308624267578125,-37.14394760131836,2.783499002456665,8,,1025,0.6105769276618958,0.7976837754249573,,,,,,,,,
,,,,,0.00039074957123229955,1026,,,,,,,,,,,
,,,,9,,1139,,,0.5957973003387451,0.5957973003387451,0.5959383249282837,0.3938589096069336,0.5968167185783386,0.5968167185783386,0.5957973003387451,0.596834659576416,0.7939013838768005
-0.016548359766602516,32.69031524658203,-34.81024169921875,2.6541154384613037,9,,1139,0.6383242011070251,0.7585840225219727,,,,,,,,,
,,,,,0.0003999999525355661,1140,,,,,,,,,,,
,,,,10,,1253,,,0.6180469989776611,0.6180469989776611,0.6179723739624023,0.42707616090774536,0.6167703866958618,0.6167703866958618,0.6180469989776611,0.6168498992919922,0.7667849063873291
-0.019779982045292854,31.858152389526367,-34.02566146850586,2.565657377243042,10,,1253,0.6478021740913391,0.7373051047325134,,,,,,,,,
,,,,,0.00039937261112651446,1254,,,,,,,,,,,
,,,,11,,1367,,,0.6168108582496643,0.6168108582496643,0.616701066493988,0.4251943528652191,0.6079437136650085,0.6079437136650085,0.6168108582496643,0.6080226898193359,0.7802957892417908
-0.01939643733203411,30.597713470458984,-32.630584716796875,2.489450216293335,11,,1367,0.6527472734451294,0.7260117530822754,,,,,,,,,
,,,,,0.0003975160762040131,1368,,,,,,,,,,,
,,,,12,,1481,,,0.6155747771263123,0.6155747771263123,0.6156822443008423,0.4235013425350189,0.6066715121269226,0.6066715121269226,0.6155747771263123,0.6066958904266357,0.7670236229896545
-0.018951496109366417,30.844024658203125,-33.12394332885742,2.445413112640381,12,,1481,0.6697801947593689,0.7062761783599854,,,,,,,,,
,,,,,0.0003944417939232197,1482,,,,,,,,,,,
,,,,13,,1595,,,0.6205191612243652,0.6205191612243652,0.6205011606216431,0.43081700801849365,0.6246711015701294,0.6246711611747742,0.6205191612243652,0.6247338652610779,0.7706960439682007
-0.01796574518084526,30.224802017211914,-33.00095748901367,2.41557240486145,13,,1595,0.6686813235282898,0.694648027420044,,,,,,,,,
,,,,,0.00039016871825669786,1596,,,,,,,,,,,
,,,,14,,1709,,,0.6056860089302063,0.6056860089302063,0.6058286428451538,0.4086921215057373,0.6010419130325317,0.6010419130325317,0.6056860089302063,0.6010571122169495,0.7765432000160217
-0.01341159176081419,29.941604614257812,-32.669700622558594,2.3864150047302246,14,,1709,0.6791208982467651,0.6851167678833008,,,,,,,,,
,,,,,0.0003847231941368737,1710,,,,,,,,,,,
,,,,15,,1823,,,0.6266996264457703,0.6266996264457703,0.6265179514884949,0.43998953700065613,0.6302155256271362,0.6302155256271362,0.6266996264457703,0.6303463578224182,0.7723771929740906
-0.010299406945705414,29.59669303894043,-33.309898376464844,2.3690173625946045,15,,1823,0.6858516335487366,0.6827201843261719,,,,,,,,,
,,,,,0.0003781387950307663,1824,,,,,,,,,,,
,,,,16,,1937,,,0.6440049409866333,0.6440049409866333,0.643962562084198,0.46603474020957947,0.6401913166046143,0.6401913166046143,0.6440049409866333,0.6402599215507507,0.7600710988044739
-0.00643926439806819,29.598758697509766,-34.242183685302734,2.358290433883667,16,,1937,0.6885989308357239,0.6680826544761658,,,,,,,,,
,,,,,0.0003704561159483999,1938,,,,,,,,,,,
,,,,17,,2051,,,0.6192830801010132,0.6192830801010132,0.6191656589508057,0.42888838052749634,0.606741726398468,0.606741726398468,0.6192830801010132,0.6068095564842224,0.7852110862731934
-0.0052707260474562645,29.87250518798828,-34.35096740722656,2.3429975509643555,17,,2051,0.7002747058868408,0.6597358584403992,,,,,,,,,
,,,,,0.0003617225231610671,2052,,,,,,,,,,,
,,,,18,,2165,,,0.6378244757652283,0.6378244757652283,0.6377071142196655,0.45671844482421875,0.6342250108718872,0.6342250108718872,0.6378244757652283,0.6343201994895935,0.7591462135314941
-0.0016777493292465806,30.020904541015625,-33.98940658569336,2.3431336879730225,18,,2165,0.7041208744049072,0.6511523723602295,,,,,,,,,
,,,,,0.00035199186217251633,2166,,,,,,,,,,,
,,,,19,,2279,,,0.6353523135185242,0.6353523135185242,0.6353068351745605,0.45305266976356506,0.6347761750221252,0.63477623462677,0.6353523135185242,0.6348475813865662,0.756342351436615
0.0026658063288778067,29.62648582458496,-34.821414947509766,2.34014630317688,19,,2279,0.7045329809188843,0.6458260416984558,,,,,,,,,
,,,,,0.00034132412574351494,2280,,,,,,,,,,,
,,,,20,,2393,,,0.6427688598632812,0.6427688598632812,0.6427004337310791,0.46416351199150085,0.6421524286270142,0.6421524286270142,0.6427688598632812,0.6422321200370789,0.753460168838501
0.00714874779805541,29.378398895263672,-35.352439880371094,2.3377723693847656,20,,2393,0.70920330286026,0.6404792666435242,,,,,,,,,
,,,,,0.0003297850840165302,2394,,,,,,,,,,,
,,,,21,,2507,,,0.6328800916671753,0.6328800916671753,0.6328697800636292,0.4493672549724579,0.6364565491676331,0.6364565491676331,0.6328800916671753,0.6365221738815308,0.7538043260574341
0.011423342861235142,30.17616081237793,-35.36470413208008,2.332041025161743,21,,2507,0.711401104927063,0.6336578726768494,,,,,,,,,
,,,,,0.00031744587902092963,2508,,,,,,,,,,,
,,,,22,,2621,,,0.6464771032333374,0.6464771032333374,0.6463261246681213,0.46968206763267517,0.6463743448257446,0.6463743448257446,0.6464771032333374,0.6464911699295044,0.7460709810256958
0.01528144534677267,30.126480102539062,-35.84794616699219,2.340559244155884,22,,2621,0.716895580291748,0.6287391185760498,,,,,,,,,
,,,,,0.00030438258605871324,2622,,,,,,,,,,,
,,,,23,,2735,,,0.6501854062080383,0.6501854062080383,0.6500757336616516,0.4752641022205353,0.6500202417373657,0.650020182132721,0.6501854062080383,0.6501153111457825,0.7523407340049744
0.01792255789041519,30.288206100463867,-35.85971450805664,2.337007761001587,23,,2735,0.7214285731315613,0.627088725566864,,,,,,,,,
,,,,,0.0002906757446749787,2736,,,,,,,,,,,
,,,,24,,2849,,,0.6551297903060913,0.6551297903060913,0.6550369262695312,0.4826927185058594,0.654603123664856,0.654603123664856,0.6551297903060913,0.6546940803527832,0.7521898150444031
0.020739171653985977,30.599781036376953,-36.37763214111328,2.339571475982666,24,,2849,0.7171703577041626,0.6239660382270813,,,,,,,,,
,,,,,0.00027640986210484414,2850,,,,,,,,,,,
,,,,25,,2963,,,0.6378244757652283,0.6378244757652283,0.6378172636032104,0.4567856788635254,0.6328451037406921,0.6328451037406921,0.6378244757652283,0.6329002380371094,0.753453254699707
0.02346457540988922,30.826040267944336,-37.25808334350586,2.340106248855591,25,,2963,0.7263736128807068,0.6192246079444885,,,,,,,,,
,,,,,0.00026167289225824164,2964,,,,,,,,,,,
,,,,26,,3077,,,0.6378244757652283,0.6378244757652283,0.6376933455467224,0.4567209482192993,0.6383615732192993,0.6383616328239441,0.6378244757652283,0.6384785771369934,0.7486754655838013
0.02588183805346489,30.724693298339844,-36.79391860961914,2.342647075653076,26,,3077,0.7277472615242004,0.6174883246421814,,,,,,,,,
,,,,,0.00024655569345481535,3078,,,,,,,,,,,
,,,,27,,3191,,,0.6378244757652283,0.6378244757652283,0.637808084487915,0.4567757248878479,0.643910825252533,0.643910825252533,0.6378244757652283,0.6439781188964844,0.7657791972160339
0.027509767562150955,30.864192962646484,-36.83000946044922,2.3475828170776367,27,,3191,0.7232142686843872,0.6149702668190002,,,,,,,,,
,,,,,0.0002311514682521671,3192,,,,,,,,,,,
,,,,28,,3305,,,0.6489493250846863,0.6489493250846863,0.6488686800003052,0.47342920303344727,0.6447893977165222,0.6447893977165222,0.6489493250846863,0.6448715925216675,0.7466064095497131
0.029318155720829964,30.913639068603516,-37.567962646484375,2.3488047122955322,28,,3305,0.7303571701049805,0.6124683618545532,,,,,,,,,
,,,,,0.00021555518882109594,3306,,,,,,,,,,,
,,,,29,,3419,,,0.6489493250846863,0.6489493250846863,0.6488549113273621,0.47342318296432495,0.6518192291259766,0.6518192291259766,0.6489493250846863,0.6519172787666321,0.7456763982772827
0.030767925083637238,31.154354095458984,-37.86079025268555,2.3549649715423584,29,,3419,0.7351648211479187,0.6024596691131592,,,,,,,,,
,,,,,0.00019986301141058352,3420,,,,,,,,,,,
,,,,30,,3533,,,0.6440049409866333,0.6440049409866333,0.6440359950065613,0.46608248353004456,0.6457311511039734,0.6457311511039734,0.6440049409866333,0.6457877159118652,0.7507597804069519
0.03330297768115997,31.24349594116211,-37.92348098754883,2.3578131198883057,30,,3533,0.7320054769515991,0.6043097972869873,,,,,,,,,
,,,,,0.00018417168351254418,3534,,,,,,,,,,,
,,,,31,,3647,,,0.6464771032333374,0.6464771032333374,0.6463582515716553,0.46970030665397644,0.6485316157341003,0.6485316157341003,0.6464771032333374,0.6486376523971558,0.746684193611145
0.03475646302103996,31.476760864257812,-38.659061431884766,2.359462261199951,31,,3647,0.730494499206543,0.6007784605026245,,,,,,,,,
,,,,,0.00016857794738136552,3648,,,,,,,,,,,
,,,,32,,3761,,,0.6514214873313904,0.6514214873313904,0.6512827277183533,0.47710511088371277,0.6496748924255371,0.6496748924255371,0.6514214873313904,0.6497832536697388,0.7461519241333008
0.03627470135688782,31.74090576171875,-39.010066986083984,2.369417667388916,32,,3761,0.7373626232147217,0.5983351469039917,,,,,,,,,
,,,,,0.00015317794358573944,3762,,,,,,,,,,,
,,,,33,,3875,,,0.6390605568885803,0.6390605568885803,0.63908851146698,0.4586619734764099,0.6394758224487305,0.6394758224487305,0.6390605568885803,0.6395279765129089,0.7479744553565979
0.03760034218430519,31.220840454101562,-38.89713668823242,2.3734583854675293,33,,3875,0.7380494475364685,0.5991244316101074,,,,,,,,,
,,,,,0.00013806661827008707,3876,,,,,,,,,,,
,,,,34,,3989,,,0.6576019525527954,0.6576019525527954,0.657593309879303,0.48644572496414185,0.65556401014328,0.65556401014328,0.6576019525527954,0.6556219458580017,0.7426268458366394
0.03861737623810768,31.750553131103516,-39.0311393737793,2.3755271434783936,34,,3989,0.737500011920929,0.596008837223053,,,,,,,,,
,,,,,0.00012333713778000494,3990,,,,,,,,,,,
,,,,35,,4103,,,0.6551297903060913,0.6551297903060913,0.6551333069801331,0.48274722695350647,0.6547375321388245,0.6547374725341797,0.6551297903060913,0.6547962427139282,0.7430114150047302
0.039461132138967514,32.446231842041016,-38.683956146240234,2.38051438331604,35,,4103,0.7436813116073608,0.5896100997924805,,,,,,,,,
,,,,,0.00010908031426076367,4104,,,,,,,,,,,
,,,,36,,4217,,,0.6551297903060913,0.6551297903060913,0.6550277471542358,0.48269033432006836,0.6532188653945923,0.6532188653945923,0.6551297903060913,0.6533146500587463,0.7447973489761353
0.04040369763970375,32.055992126464844,-39.083984375,2.3841726779937744,36,,4217,0.745604395866394,0.5855302214622498,,,,,,,,,
,,,,,9.538404577023447e-05,4218,,,,,,,,,,,
,,,,37,,4331,,,0.6501854062080383,0.6501854062080383,0.6500481963157654,0.47525206208229065,0.6498598456382751,0.6498599052429199,0.6501854062080383,0.6499698162078857,0.7429345846176147
0.04139741510152817,32.1382942199707,-39.55451965332031,2.3874597549438477,37,,4331,0.7468406558036804,0.5854904651641846,,,,,,,,,
,,,,,8.233277435813264e-05,4332,,,,,,,,,,,
,,,,38,,4445,,,0.6489493250846863,0.6489493250846863,0.6489834189414978,0.47349679470062256,0.6455020308494568,0.645501971244812,0.6489493250846863,0.6455487608909607,0.7436273694038391
0.042233243584632874,31.297670364379883,-39.17811965942383,2.390503168106079,38,,4445,0.7428571581840515,0.5875122547149658,,,,,,,,,
,,,,,7.000696545270204e-05,4446,,,,,,,,,,,
,,,,39,,4559,,,0.6637824177742004,0.6637824177742004,0.6637248396873474,0.4956902265548706,0.6645179390907288,0.6645179390907288,0.6637824177742004,0.6645972728729248,0.7406594157218933
0.04283961281180382,31.13198471069336,-38.818294525146484,2.391204595565796,39,,4559,0.7510989308357239,0.5840161442756653,,,,,,,,,
,,,,,5.8482611764591974e-05,4560,,,,,,,,,,,
,,,,40,,4673,,,0.6613102555274963,0.6613102555274963,0.6612189412117004,0.49196577072143555,0.660191535949707,0.6601915955543518,0.6613102555274963,0.6602829694747925,0.7405306696891785
0.04337590932846069,32.03488540649414,-39.42472457885742,2.392625093460083,40,,4673,0.7520604133605957,0.5839268565177917,,,,,,,,,
,,,,,4.7830764766526265e-05,4674,,,,,,,,,,,
,,,,41,,4787,,,0.6613102555274963,0.6613102555274963,0.6612189412117004,0.49196577072143555,0.6617957353591919,0.6617957353591919,0.6613102555274963,0.6618890762329102,0.7411732077598572
0.04397938400506973,32.05343246459961,-40.06717300415039,2.3956339359283447,41,,4787,0.7467032670974731,0.5805919170379639,,,,,,,,,
,,,,,3.8117096637346516e-05,4788,,,,,,,,,,,
,,,,42,,4901,,,0.6514214873313904,0.6514214873313904,0.6514020562171936,0.477173388004303,0.6523998379707336,0.6523998379707336,0.6514214873313904,0.6524685025215149,0.7416313886642456
0.04435063898563385,31.74445915222168,-39.942832946777344,2.396066427230835,42,,4901,0.7487637400627136,0.5803327560424805,,,,,,,,,
,,,,,2.9401495371191467e-05,4902,,,,,,,,,,,
,,,,43,,5015,,,0.6551297903060913,0.6551297903060913,0.6550323367118835,0.48269033432006836,0.655194878578186,0.655194878578186,0.6551297903060913,0.6552885174751282,0.740284264087677
0.04461848363280296,31.535743713378906,-39.774818420410156,2.396772861480713,43,,5015,0.7510989308357239,0.5788317322731018,,,,,,,,,
,,,,,2.17376955480985e-05,5016,,,,,,,,,,,
,,,,44,,5129,,,0.6551297903060913,0.6551297903060913,0.6551057696342468,0.48273420333862305,0.6532984375953674,0.6532984375953674,0.6551297903060913,0.6533669233322144,0.7405760884284973
0.04490935057401657,31.752758026123047,-38.903316497802734,2.3964929580688477,44,,5129,0.7546703219413757,0.5772928595542908,,,,,,,,,
,,,,,1.5172947042449033e-05,5130,,,,,,,,,,,
,,,,45,,5243,,,0.6563658714294434,0.6563658714294434,0.6563357710838318,0.4845823049545288,0.6542076468467712,0.6542075872421265,0.6563658714294434,0.6542750597000122,0.7401173114776611
0.0450778491795063,32.17825698852539,-39.23163604736328,2.397808074951172,45,,5243,0.7545329928398132,0.5772674679756165,,,,,,,,,
,,,,,9.747723711780842e-06,5244,,,,,,,,,,,
,,,,46,,5357,,,0.6551297903060913,0.6551297903060913,0.6550736427307129,0.4827176034450531,0.6538340449333191,0.6538340449333191,0.6551297903060913,0.6539156436920166,0.7398406863212585
0.04517471417784691,32.715538024902344,-40.0116081237793,2.399427652359009,46,,5357,0.7509615421295166,0.5766152143478394,,,,,,,,,
,,,,,5.4954738619973145e-06,5358,,,,,,,,,,,
,,,,47,,5471,,,0.6514214873313904,0.6514214873313904,0.6513699293136597,0.4771566390991211,0.6518955826759338,0.6518955230712891,0.6514214873313904,0.6519760489463806,0.7402431964874268
0.04525141417980194,32.52200698852539,-40.115196228027344,2.3978562355041504,47,,5471,0.7505494356155396,0.5780335664749146,,,,,,,,,
,,,,,2.4424140274389073e-06,5472,,,,,,,,,,,
,,,,48,,5585,,,0.6501854062080383,0.6501854062080383,0.6501353979110718,0.4753013849258423,0.649982213973999,0.649982213973999,0.6501854062080383,0.6500590443611145,0.7399694323539734
0.0452968068420887,32.02186965942383,-39.603790283203125,2.3977277278900146,48,,5585,0.7552197575569153,0.5765221118927002,,,,,,,,,
,,,,,6.073673372310852e-07,5586,,,,,,,,,,,
,,,,49,,5699,,,0.6501854062080383,0.6501854062080383,0.6501353979110718,0.4753013849258423,0.649982213973999,0.649982213973999,0.6501854062080383,0.6500590443611145,0.7399900555610657
0.04530193656682968,31.203046798706055,-39.45849609375,2.3986666202545166,49,,5699,0.7524725198745728,0.5773884057998657,,,,,,,,,
,,,,50,,5700,,,0.6501854062080383,0.6501854062080383,0.6501353979110718,0.4753013849258423,0.649982213973999,0.649982213973999,0.6501854062080383,0.6500590443611145,0.7399900555610657
