subject,class,precision,recall,f1,support
MorganS0,Feet,0.0,0.0,0.0,56
MorganS0,Left Hand,0.2222222222222222,0.03076923076923077,0.05405405405405406,65
MorganS0,Rest,0.0,0.0,0.0,64
MorganS0,Right Hand,0.1330049261083744,0.9642857142857143,0.23376623376623376,28
